"Notes"	"State"	"State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Colorado"	"08"	"1-4 years"	"1-4"	"2020"	"2020"	"Male"	"M"	0	133211	Unreliable
	"Colorado"	"08"	"1-4 years"	"1-4"	"2021"	"2021"	"Female"	"F"	0	123926	Unreliable
	"Colorado"	"08"	"1-4 years"	"1-4"	"2021"	"2021"	"Male"	"M"	0	128893	Unreliable
	"Colorado"	"08"	"1-4 years"	"1-4"	"2022 "	"2022"	"Female"	"F"	0	120126	Unreliable
	"Colorado"	"08"	"1-4 years"	"1-4"	"2022 "	"2022"	"Male"	"M"	0	126027	Unreliable
	"Colorado"	"08"	"5-14 years"	"5-14"	"2018"	"2018"	"Female"	"F"	Suppressed	348327	Suppressed
	"Colorado"	"08"	"5-14 years"	"5-14"	"2018"	"2018"	"Male"	"M"	Suppressed	365004	Suppressed
	"Colorado"	"08"	"5-14 years"	"5-14"	"2019"	"2019"	"Female"	"F"	Suppressed	346851	Suppressed
	"Colorado"	"08"	"5-14 years"	"5-14"	"2019"	"2019"	"Male"	"M"	Suppressed	363471	Suppressed
	"Colorado"	"08"	"5-14 years"	"5-14"	"2020"	"2020"	"Female"	"F"	Suppressed	344895	Suppressed
	"Colorado"	"08"	"5-14 years"	"5-14"	"2020"	"2020"	"Male"	"M"	Suppressed	361381	Suppressed
	"Colorado"	"08"	"5-14 years"	"5-14"	"2021"	"2021"	"Female"	"F"	Suppressed	344334	Suppressed
	"Colorado"	"08"	"5-14 years"	"5-14"	"2021"	"2021"	"Male"	"M"	Suppressed	362153	Suppressed
	"Colorado"	"08"	"5-14 years"	"5-14"	"2022 "	"2022"	"Female"	"F"	Suppressed	334380	Suppressed
	"Colorado"	"08"	"5-14 years"	"5-14"	"2022 "	"2022"	"Male"	"M"	Suppressed	350733	Suppressed
	"Colorado"	"08"	"15-24 years"	"15-24"	"2018"	"2018"	"Female"	"F"	Suppressed	356340	Suppressed
	"Colorado"	"08"	"15-24 years"	"15-24"	"2018"	"2018"	"Male"	"M"	74	385538	19.2
	"Colorado"	"08"	"15-24 years"	"15-24"	"2019"	"2019"	"Female"	"F"	13	356979	Unreliable
	"Colorado"	"08"	"15-24 years"	"15-24"	"2019"	"2019"	"Male"	"M"	75	386234	19.4
	"Colorado"	"08"	"15-24 years"	"15-24"	"2020"	"2020"	"Female"	"F"	13	359301	Unreliable
	"Colorado"	"08"	"15-24 years"	"15-24"	"2020"	"2020"	"Male"	"M"	86	387354	22.2
	"Colorado"	"08"	"15-24 years"	"15-24"	"2021"	"2021"	"Female"	"F"	10	362014	Unreliable
	"Colorado"	"08"	"15-24 years"	"15-24"	"2021"	"2021"	"Male"	"M"	88	389831	22.6
	"Colorado"	"08"	"15-24 years"	"15-24"	"2022 "	"2022"	"Female"	"F"	11	372311	Unreliable
	"Colorado"	"08"	"15-24 years"	"15-24"	"2022 "	"2022"	"Male"	"M"	76	403188	18.8
	"Colorado"	"08"	"25-34 years"	"25-34"	"2018"	"2018"	"Female"	"F"	18	426692	Unreliable
	"Colorado"	"08"	"25-34 years"	"25-34"	"2018"	"2018"	"Male"	"M"	100	467730	21.4
	"Colorado"	"08"	"25-34 years"	"25-34"	"2019"	"2019"	"Female"	"F"	19	434888	Unreliable
	"Colorado"	"08"	"25-34 years"	"25-34"	"2019"	"2019"	"Male"	"M"	109	478466	22.8
	"Colorado"	"08"	"25-34 years"	"25-34"	"2020"	"2020"	"Female"	"F"	13	439756	Unreliable
	"Colorado"	"08"	"25-34 years"	"25-34"	"2020"	"2020"	"Male"	"M"	104	484254	21.5
	"Colorado"	"08"	"25-34 years"	"25-34"	"2021"	"2021"	"Female"	"F"	20	434511	4.6
	"Colorado"	"08"	"25-34 years"	"25-34"	"2021"	"2021"	"Male"	"M"	125	474213	26.4
	"Colorado"	"08"	"25-34 years"	"25-34"	"2022 "	"2022"	"Female"	"F"	20	434808	4.6
	"Colorado"	"08"	"25-34 years"	"25-34"	"2022 "	"2022"	"Male"	"M"	122	480673	25.4
	"Colorado"	"08"	"35-44 years"	"35-44"	"2018"	"2018"	"Female"	"F"	12	378828	Unreliable
	"Colorado"	"08"	"35-44 years"	"35-44"	"2018"	"2018"	"Male"	"M"	92	401251	22.9
	"Colorado"	"08"	"35-44 years"	"35-44"	"2019"	"2019"	"Female"	"F"	13	387274	Unreliable
	"Colorado"	"08"	"35-44 years"	"35-44"	"2019"	"2019"	"Male"	"M"	91	410797	22.2
	"Colorado"	"08"	"35-44 years"	"35-44"	"2020"	"2020"	"Female"	"F"	10	395671	Unreliable
	"Colorado"	"08"	"35-44 years"	"35-44"	"2020"	"2020"	"Male"	"M"	84	420447	20.0
	"Colorado"	"08"	"35-44 years"	"35-44"	"2021"	"2021"	"Female"	"F"	16	403108	Unreliable
	"Colorado"	"08"	"35-44 years"	"35-44"	"2021"	"2021"	"Male"	"M"	98	436706	22.4
	"Colorado"	"08"	"35-44 years"	"35-44"	"2022 "	"2022"	"Female"	"F"	15	403921	Unreliable
	"Colorado"	"08"	"35-44 years"	"35-44"	"2022 "	"2022"	"Male"	"M"	85	443847	19.2
	"Colorado"	"08"	"45-54 years"	"45-54"	"2018"	"2018"	"Female"	"F"	19	350846	Unreliable
	"Colorado"	"08"	"45-54 years"	"45-54"	"2018"	"2018"	"Male"	"M"	83	359325	23.1
	"Colorado"	"08"	"45-54 years"	"45-54"	"2019"	"2019"	"Female"	"F"	14	347628	Unreliable
	"Colorado"	"08"	"45-54 years"	"45-54"	"2019"	"2019"	"Male"	"M"	71	358522	19.8
	"Colorado"	"08"	"45-54 years"	"45-54"	"2020"	"2020"	"Female"	"F"	14	346024	Unreliable
	"Colorado"	"08"	"45-54 years"	"45-54"	"2020"	"2020"	"Male"	"M"	75	358921	20.9
	"Colorado"	"08"	"45-54 years"	"45-54"	"2021"	"2021"	"Female"	"F"	17	344143	Unreliable
	"Colorado"	"08"	"45-54 years"	"45-54"	"2021"	"2021"	"Male"	"M"	86	366024	23.5
	"Colorado"	"08"	"45-54 years"	"45-54"	"2022 "	"2022"	"Female"	"F"	14	341656	Unreliable
	"Colorado"	"08"	"45-54 years"	"45-54"	"2022 "	"2022"	"Male"	"M"	87	367495	23.7
	"Colorado"	"08"	"55-64 years"	"55-64"	"2018"	"2018"	"Female"	"F"	22	364075	6.0
	"Colorado"	"08"	"55-64 years"	"55-64"	"2018"	"2018"	"Male"	"M"	82	346525	23.7
	"Colorado"	"08"	"55-64 years"	"55-64"	"2019"	"2019"	"Female"	"F"	19	365065	Unreliable
	"Colorado"	"08"	"55-64 years"	"55-64"	"2019"	"2019"	"Male"	"M"	86	347948	24.7
	"Colorado"	"08"	"55-64 years"	"55-64"	"2020"	"2020"	"Female"	"F"	10	362781	Unreliable
	"Colorado"	"08"	"55-64 years"	"55-64"	"2020"	"2020"	"Male"	"M"	80	345964	23.1
	"Colorado"	"08"	"55-64 years"	"55-64"	"2021"	"2021"	"Female"	"F"	19	354867	Unreliable
	"Colorado"	"08"	"55-64 years"	"55-64"	"2021"	"2021"	"Male"	"M"	90	347352	25.9
	"Colorado"	"08"	"55-64 years"	"55-64"	"2022 "	"2022"	"Female"	"F"	Suppressed	344628	Suppressed
	"Colorado"	"08"	"55-64 years"	"55-64"	"2022 "	"2022"	"Male"	"M"	101	339228	29.8
	"Colorado"	"08"	"65-74 years"	"65-74"	"2018"	"2018"	"Female"	"F"	Suppressed	261022	Suppressed
	"Colorado"	"08"	"65-74 years"	"65-74"	"2018"	"2018"	"Male"	"M"	76	239776	31.7
	"Colorado"	"08"	"65-74 years"	"65-74"	"2019"	"2019"	"Female"	"F"	11	272545	Unreliable
	"Colorado"	"08"	"65-74 years"	"65-74"	"2019"	"2019"	"Male"	"M"	60	249586	24.0
	"Colorado"	"08"	"65-74 years"	"65-74"	"2020"	"2020"	"Female"	"F"	Suppressed	284327	Suppressed
	"Colorado"	"08"	"65-74 years"	"65-74"	"2020"	"2020"	"Male"	"M"	72	259036	27.8
	"Colorado"	"08"	"65-74 years"	"65-74"	"2021"	"2021"	"Female"	"F"	12	289868	Unreliable
	"Colorado"	"08"	"65-74 years"	"65-74"	"2021"	"2021"	"Male"	"M"	69	268976	25.7
	"Colorado"	"08"	"65-74 years"	"65-74"	"2022 "	"2022"	"Female"	"F"	Suppressed	291154	Suppressed
	"Colorado"	"08"	"65-74 years"	"65-74"	"2022 "	"2022"	"Male"	"M"	65	268885	24.2
	"Colorado"	"08"	"75-84 years"	"75-84"	"2018"	"2018"	"Female"	"F"	Suppressed	120617	Suppressed
	"Colorado"	"08"	"75-84 years"	"75-84"	"2018"	"2018"	"Male"	"M"	33	98450	33.5
	"Colorado"	"08"	"75-84 years"	"75-84"	"2019"	"2019"	"Female"	"F"	Suppressed	126520	Suppressed
	"Colorado"	"08"	"75-84 years"	"75-84"	"2019"	"2019"	"Male"	"M"	41	103840	39.5
	"Colorado"	"08"	"75-84 years"	"75-84"	"2020"	"2020"	"Female"	"F"	Suppressed	132526	Suppressed
	"Colorado"	"08"	"75-84 years"	"75-84"	"2020"	"2020"	"Male"	"M"	49	109208	44.9
	"Colorado"	"08"	"75-84 years"	"75-84"	"2021"	"2021"	"Female"	"F"	Suppressed	130411	Suppressed
	"Colorado"	"08"	"75-84 years"	"75-84"	"2021"	"2021"	"Male"	"M"	54	109110	49.5
	"Colorado"	"08"	"75-84 years"	"75-84"	"2022 "	"2022"	"Female"	"F"	Suppressed	144467	Suppressed
	"Colorado"	"08"	"75-84 years"	"75-84"	"2022 "	"2022"	"Male"	"M"	43	120005	35.8
	"Colorado"	"08"	"85+ years"	"85+"	"2018"	"2018"	"Female"	"F"	Suppressed	55970	Suppressed
	"Colorado"	"08"	"85+ years"	"85+"	"2018"	"2018"	"Male"	"M"	18	32394	Unreliable
	"Colorado"	"08"	"85+ years"	"85+"	"2019"	"2019"	"Female"	"F"	Suppressed	56572	Suppressed
	"Colorado"	"08"	"85+ years"	"85+"	"2019"	"2019"	"Male"	"M"	13	33349	Unreliable
	"Colorado"	"08"	"85+ years"	"85+"	"2020"	"2020"	"Female"	"F"	0	57373	Unreliable
	"Colorado"	"08"	"85+ years"	"85+"	"2020"	"2020"	"Male"	"M"	22	33917	64.9
	"Colorado"	"08"	"85+ years"	"85+"	"2021"	"2021"	"Female"	"F"	0	50830	Unreliable
	"Colorado"	"08"	"85+ years"	"85+"	"2021"	"2021"	"Male"	"M"	32	30458	105.1
	"Colorado"	"08"	"85+ years"	"85+"	"2022 "	"2022"	"Female"	"F"	Suppressed	57262	Suppressed
	"Colorado"	"08"	"85+ years"	"85+"	"2022 "	"2022"	"Male"	"M"	24	32265	74.4
	"Colorado"	"08"	"Not Stated"	"NS"	"2018"	"2018"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Colorado"	"08"	"Not Stated"	"NS"	"2018"	"2018"	"Male"	"M"	0	Not Applicable	Not Applicable
	"Colorado"	"08"	"Not Stated"	"NS"	"2019"	"2019"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Colorado"	"08"	"Not Stated"	"NS"	"2019"	"2019"	"Male"	"M"	0	Not Applicable	Not Applicable
	"Colorado"	"08"	"Not Stated"	"NS"	"2020"	"2020"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Colorado"	"08"	"Not Stated"	"NS"	"2020"	"2020"	"Male"	"M"	0	Not Applicable	Not Applicable
	"Colorado"	"08"	"Not Stated"	"NS"	"2021"	"2021"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Colorado"	"08"	"Not Stated"	"NS"	"2021"	"2021"	"Male"	"M"	0	Not Applicable	Not Applicable
	"Colorado"	"08"	"Not Stated"	"NS"	"2022 "	"2022"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Colorado"	"08"	"Not Stated"	"NS"	"2022 "	"2022"	"Male"	"M"	0	Not Applicable	Not Applicable
	"Connecticut"	"09"	"< 1 year"	"1"	"2018"	"2018"	"Female"	"F"	0	17123	Unreliable
	"Connecticut"	"09"	"< 1 year"	"1"	"2018"	"2018"	"Male"	"M"	0	17990	Unreliable
	"Connecticut"	"09"	"< 1 year"	"1"	"2019"	"2019"	"Female"	"F"	0	16863	Unreliable
	"Connecticut"	"09"	"< 1 year"	"1"	"2019"	"2019"	"Male"	"M"	0	17762	Unreliable
	"Connecticut"	"09"	"< 1 year"	"1"	"2020"	"2020"	"Female"	"F"	0	16715	Unreliable
	"Connecticut"	"09"	"< 1 year"	"1"	"2020"	"2020"	"Male"	"M"	0	17517	Unreliable
	"Connecticut"	"09"	"< 1 year"	"1"	"2021"	"2021"	"Female"	"F"	0	15938	Unreliable
	"Connecticut"	"09"	"< 1 year"	"1"	"2021"	"2021"	"Male"	"M"	0	16635	Unreliable
	"Connecticut"	"09"	"< 1 year"	"1"	"2022 "	"2022"	"Female"	"F"	0	17544	Unreliable
	"Connecticut"	"09"	"< 1 year"	"1"	"2022 "	"2022"	"Male"	"M"	0	18326	Unreliable
	"Connecticut"	"09"	"1-4 years"	"1-4"	"2018"	"2018"	"Female"	"F"	0	72324	Unreliable
	"Connecticut"	"09"	"1-4 years"	"1-4"	"2018"	"2018"	"Male"	"M"	0	75697	Unreliable
	"Connecticut"	"09"	"1-4 years"	"1-4"	"2019"	"2019"	"Female"	"F"	0	71819	Unreliable
	"Connecticut"	"09"	"1-4 years"	"1-4"	"2019"	"2019"	"Male"	"M"	0	75266	Unreliable
	"Connecticut"	"09"	"1-4 years"	"1-4"	"2020"	"2020"	"Female"	"F"	0	71167	Unreliable
	"Connecticut"	"09"	"1-4 years"	"1-4"	"2020"	"2020"	"Male"	"M"	0	74192	Unreliable
	"Connecticut"	"09"	"1-4 years"	"1-4"	"2021"	"2021"	"Female"	"F"	0	71311	Unreliable
	"Connecticut"	"09"	"1-4 years"	"1-4"	"2021"	"2021"	"Male"	"M"	0	74327	Unreliable
	"Connecticut"	"09"	"1-4 years"	"1-4"	"2022 "	"2022"	"Female"	"F"	0	71169	Unreliable
	"Connecticut"	"09"	"1-4 years"	"1-4"	"2022 "	"2022"	"Male"	"M"	0	74568	Unreliable
	"Connecticut"	"09"	"5-14 years"	"5-14"	"2018"	"2018"	"Female"	"F"	0	203168	Unreliable
	"Connecticut"	"09"	"5-14 years"	"5-14"	"2018"	"2018"	"Male"	"M"	0	210740	Unreliable
	"Connecticut"	"09"	"5-14 years"	"5-14"	"2019"	"2019"	"Female"	"F"	0	200703	Unreliable
	"Connecticut"	"09"	"5-14 years"	"5-14"	"2019"	"2019"	"Male"	"M"	0	208297	Unreliable
	"Connecticut"	"09"	"5-14 years"	"5-14"	"2020"	"2020"	"Female"	"F"	Suppressed	198306	Suppressed
	"Connecticut"	"09"	"5-14 years"	"5-14"	"2020"	"2020"	"Male"	"M"	0	205757	Unreliable
	"Connecticut"	"09"	"5-14 years"	"5-14"	"2021"	"2021"	"Female"	"F"	0	202061	Unreliable
	"Connecticut"	"09"	"5-14 years"	"5-14"	"2021"	"2021"	"Male"	"M"	0	210219	Unreliable
	"Connecticut"	"09"	"5-14 years"	"5-14"	"2022 "	"2022"	"Female"	"F"	0	201043	Unreliable
	"Connecticut"	"09"	"5-14 years"	"5-14"	"2022 "	"2022"	"Male"	"M"	0	208755	Unreliable
	"Connecticut"	"09"	"15-24 years"	"15-24"	"2018"	"2018"	"Female"	"F"	Suppressed	236325	Suppressed
	"Connecticut"	"09"	"15-24 years"	"15-24"	"2018"	"2018"	"Male"	"M"	Suppressed	248695	Suppressed
	"Connecticut"	"09"	"15-24 years"	"15-24"	"2019"	"2019"	"Female"	"F"	Suppressed	234104	Suppressed
	"Connecticut"	"09"	"15-24 years"	"15-24"	"2019"	"2019"	"Male"	"M"	Suppressed	244699	Suppressed
	"Connecticut"	"09"	"15-24 years"	"15-24"	"2020"	"2020"	"Female"	"F"	0	231618	Unreliable
	"Connecticut"	"09"	"15-24 years"	"15-24"	"2020"	"2020"	"Male"	"M"	Suppressed	241500	Suppressed
	"Connecticut"	"09"	"15-24 years"	"15-24"	"2021"	"2021"	"Female"	"F"	Suppressed	235250	Suppressed
	"Connecticut"	"09"	"15-24 years"	"15-24"	"2021"	"2021"	"Male"	"M"	14	244721	Unreliable
	"Connecticut"	"09"	"15-24 years"	"15-24"	"2022 "	"2022"	"Female"	"F"	0	242138	Unreliable
	"Connecticut"	"09"	"15-24 years"	"15-24"	"2022 "	"2022"	"Male"	"M"	Suppressed	248524	Suppressed
	"Connecticut"	"09"	"25-34 years"	"25-34"	"2018"	"2018"	"Female"	"F"	Suppressed	217773	Suppressed
	"Connecticut"	"09"	"25-34 years"	"25-34"	"2018"	"2018"	"Male"	"M"	10	227617	Unreliable
	"Connecticut"	"09"	"25-34 years"	"25-34"	"2019"	"2019"	"Female"	"F"	Suppressed	219182	Suppressed
	"Connecticut"	"09"	"25-34 years"	"25-34"	"2019"	"2019"	"Male"	"M"	14	228847	Unreliable
	"Connecticut"	"09"	"25-34 years"	"25-34"	"2020"	"2020"	"Female"	"F"	Suppressed	219244	Suppressed
	"Connecticut"	"09"	"25-34 years"	"25-34"	"2020"	"2020"	"Male"	"M"	Suppressed	229383	Suppressed
	"Connecticut"	"09"	"25-34 years"	"25-34"	"2021"	"2021"	"Female"	"F"	0	222409	Unreliable
	"Connecticut"	"09"	"25-34 years"	"25-34"	"2021"	"2021"	"Male"	"M"	12	230538	Unreliable
	"Connecticut"	"09"	"25-34 years"	"25-34"	"2022 "	"2022"	"Female"	"F"	Suppressed	223366	Suppressed
	"Connecticut"	"09"	"25-34 years"	"25-34"	"2022 "	"2022"	"Male"	"M"	20	230117	8.7
	"Connecticut"	"09"	"35-44 years"	"35-44"	"2018"	"2018"	"Female"	"F"	0	215731	Unreliable
	"Connecticut"	"09"	"35-44 years"	"35-44"	"2018"	"2018"	"Male"	"M"	12	207605	Unreliable
	"Connecticut"	"09"	"35-44 years"	"35-44"	"2019"	"2019"	"Female"	"F"	Suppressed	217286	Suppressed
	"Connecticut"	"09"	"35-44 years"	"35-44"	"2019"	"2019"	"Male"	"M"	16	209855	Unreliable
	"Connecticut"	"09"	"35-44 years"	"35-44"	"2020"	"2020"	"Female"	"F"	Suppressed	219122	Suppressed
	"Connecticut"	"09"	"35-44 years"	"35-44"	"2020"	"2020"	"Male"	"M"	14	212760	Unreliable
	"Connecticut"	"09"	"35-44 years"	"35-44"	"2021"	"2021"	"Female"	"F"	Suppressed	227287	Suppressed
	"Connecticut"	"09"	"35-44 years"	"35-44"	"2021"	"2021"	"Male"	"M"	11	224633	Unreliable
	"Connecticut"	"09"	"35-44 years"	"35-44"	"2022 "	"2022"	"Female"	"F"	Suppressed	231313	Suppressed
	"Connecticut"	"09"	"35-44 years"	"35-44"	"2022 "	"2022"	"Male"	"M"	19	228581	Unreliable
	"Connecticut"	"09"	"45-54 years"	"45-54"	"2018"	"2018"	"Female"	"F"	Suppressed	255354	Suppressed
	"Connecticut"	"09"	"45-54 years"	"45-54"	"2018"	"2018"	"Male"	"M"	24	239597	10.0
	"Connecticut"	"09"	"45-54 years"	"45-54"	"2019"	"2019"	"Female"	"F"	0	246091	Unreliable
	"Connecticut"	"09"	"45-54 years"	"45-54"	"2019"	"2019"	"Male"	"M"	23	230814	10.0
	"Connecticut"	"09"	"45-54 years"	"45-54"	"2020"	"2020"	"Female"	"F"	0	237867	Unreliable
	"Connecticut"	"09"	"45-54 years"	"45-54"	"2020"	"2020"	"Male"	"M"	13	223067	Unreliable
	"Connecticut"	"09"	"45-54 years"	"45-54"	"2021"	"2021"	"Female"	"F"	0	234743	Unreliable
	"Connecticut"	"09"	"45-54 years"	"45-54"	"2021"	"2021"	"Male"	"M"	Suppressed	225298	Suppressed
	"Connecticut"	"09"	"45-54 years"	"45-54"	"2022 "	"2022"	"Female"	"F"	Suppressed	230939	Suppressed
	"Connecticut"	"09"	"45-54 years"	"45-54"	"2022 "	"2022"	"Male"	"M"	21	220768	9.5
	"Connecticut"	"09"	"55-64 years"	"55-64"	"2018"	"2018"	"Female"	"F"	Suppressed	264509	Suppressed
	"Connecticut"	"09"	"55-64 years"	"55-64"	"2018"	"2018"	"Male"	"M"	27	247296	10.9
	"Connecticut"	"09"	"55-64 years"	"55-64"	"2019"	"2019"	"Female"	"F"	Suppressed	265580	Suppressed
	"Connecticut"	"09"	"55-64 years"	"55-64"	"2019"	"2019"	"Male"	"M"	19	247875	Unreliable
	"Connecticut"	"09"	"55-64 years"	"55-64"	"2020"	"2020"	"Female"	"F"	Suppressed	265459	Suppressed
	"Connecticut"	"09"	"55-64 years"	"55-64"	"2020"	"2020"	"Male"	"M"	23	247336	9.3
	"Connecticut"	"09"	"55-64 years"	"55-64"	"2021"	"2021"	"Female"	"F"	Suppressed	266703	Suppressed
	"Connecticut"	"09"	"55-64 years"	"55-64"	"2021"	"2021"	"Male"	"M"	19	254289	Unreliable
	"Connecticut"	"09"	"55-64 years"	"55-64"	"2022 "	"2022"	"Female"	"F"	Suppressed	264509	Suppressed
	"Connecticut"	"09"	"55-64 years"	"55-64"	"2022 "	"2022"	"Male"	"M"	16	251227	Unreliable
	"Connecticut"	"09"	"65-74 years"	"65-74"	"2018"	"2018"	"Female"	"F"	Suppressed	183756	Suppressed
	"Connecticut"	"09"	"65-74 years"	"65-74"	"2018"	"2018"	"Male"	"M"	20	159814	12.5
	"Connecticut"	"09"	"65-74 years"	"65-74"	"2019"	"2019"	"Female"	"F"	Suppressed	188599	Suppressed
	"Connecticut"	"09"	"65-74 years"	"65-74"	"2019"	"2019"	"Male"	"M"	11	164220	Unreliable
	"Connecticut"	"09"	"65-74 years"	"65-74"	"2020"	"2020"	"Female"	"F"	0	194480	Unreliable
	"Connecticut"	"09"	"65-74 years"	"65-74"	"2020"	"2020"	"Male"	"M"	15	169284	Unreliable
	"Connecticut"	"09"	"65-74 years"	"65-74"	"2021"	"2021"	"Female"	"F"	Suppressed	200274	Suppressed
	"Connecticut"	"09"	"65-74 years"	"65-74"	"2021"	"2021"	"Male"	"M"	24	178258	13.5
	"Connecticut"	"09"	"65-74 years"	"65-74"	"2022 "	"2022"	"Female"	"F"	Suppressed	200757	Suppressed
	"Connecticut"	"09"	"65-74 years"	"65-74"	"2022 "	"2022"	"Male"	"M"	18	179173	Unreliable
	"Connecticut"	"09"	"75-84 years"	"75-84"	"2018"	"2018"	"Female"	"F"	Suppressed	102499	Suppressed
	"Connecticut"	"09"	"75-84 years"	"75-84"	"2018"	"2018"	"Male"	"M"	11	77181	Unreliable
	"Connecticut"	"09"	"75-84 years"	"75-84"	"2019"	"2019"	"Female"	"F"	0	105687	Unreliable
	"Connecticut"	"09"	"75-84 years"	"75-84"	"2019"	"2019"	"Male"	"M"	17	80408	Unreliable
	"Connecticut"	"09"	"75-84 years"	"75-84"	"2020"	"2020"	"Female"	"F"	0	108697	Unreliable
	"Connecticut"	"09"	"75-84 years"	"75-84"	"2020"	"2020"	"Male"	"M"	16	82961	Unreliable
	"Connecticut"	"09"	"75-84 years"	"75-84"	"2021"	"2021"	"Female"	"F"	0	107368	Unreliable
	"Connecticut"	"09"	"75-84 years"	"75-84"	"2021"	"2021"	"Male"	"M"	18	82909	Unreliable
	"Connecticut"	"09"	"75-84 years"	"75-84"	"2022 "	"2022"	"Female"	"F"	0	114317	Unreliable
	"Connecticut"	"09"	"75-84 years"	"75-84"	"2022 "	"2022"	"Male"	"M"	16	88568	Unreliable
	"Connecticut"	"09"	"85+ years"	"85+"	"2018"	"2018"	"Female"	"F"	Suppressed	60708	Suppressed
	"Connecticut"	"09"	"85+ years"	"85+"	"2018"	"2018"	"Male"	"M"	Suppressed	31163	Suppressed
	"Connecticut"	"09"	"85+ years"	"85+"	"2019"	"2019"	"Female"	"F"	0	59956	Unreliable
	"Connecticut"	"09"	"85+ years"	"85+"	"2019"	"2019"	"Male"	"M"	Suppressed	31374	Suppressed
	"Connecticut"	"09"	"85+ years"	"85+"	"2020"	"2020"	"Female"	"F"	0	59411	Unreliable
	"Connecticut"	"09"	"85+ years"	"85+"	"2020"	"2020"	"Male"	"M"	Suppressed	31163	Suppressed
	"Connecticut"	"09"	"85+ years"	"85+"	"2021"	"2021"	"Female"	"F"	0	52666	Unreliable
	"Connecticut"	"09"	"85+ years"	"85+"	"2021"	"2021"	"Male"	"M"	Suppressed	27760	Suppressed
	"Connecticut"	"09"	"85+ years"	"85+"	"2022 "	"2022"	"Female"	"F"	0	52856	Unreliable
	"Connecticut"	"09"	"85+ years"	"85+"	"2022 "	"2022"	"Male"	"M"	Suppressed	27647	Suppressed
	"Connecticut"	"09"	"Not Stated"	"NS"	"2018"	"2018"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Not Stated"	"NS"	"2018"	"2018"	"Male"	"M"	0	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Not Stated"	"NS"	"2019"	"2019"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Not Stated"	"NS"	"2019"	"2019"	"Male"	"M"	0	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Not Stated"	"NS"	"2020"	"2020"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Not Stated"	"NS"	"2020"	"2020"	"Male"	"M"	0	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Not Stated"	"NS"	"2021"	"2021"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Not Stated"	"NS"	"2021"	"2021"	"Male"	"M"	0	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Not Stated"	"NS"	"2022 "	"2022"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Not Stated"	"NS"	"2022 "	"2022"	"Male"	"M"	0	Not Applicable	Not Applicable
	"Delaware"	"10"	"< 1 year"	"1"	"2018"	"2018"	"Female"	"F"	0	5197	Unreliable
	"Delaware"	"10"	"< 1 year"	"1"	"2018"	"2018"	"Male"	"M"	0	5448	Unreliable
	"Delaware"	"10"	"< 1 year"	"1"	"2019"	"2019"	"Female"	"F"	0	5187	Unreliable
	"Delaware"	"10"	"< 1 year"	"1"	"2019"	"2019"	"Male"	"M"	0	5431	Unreliable
	"Delaware"	"10"	"< 1 year"	"1"	"2020"	"2020"	"Female"	"F"	0	5134	Unreliable
	"Delaware"	"10"	"< 1 year"	"1"	"2020"	"2020"	"Male"	"M"	0	5363	Unreliable
	"Delaware"	"10"	"< 1 year"	"1"	"2021"	"2021"	"Female"	"F"	0	5017	Unreliable
	"Delaware"	"10"	"< 1 year"	"1"	"2021"	"2021"	"Male"	"M"	0	5263	Unreliable
	"Delaware"	"10"	"< 1 year"	"1"	"2022 "	"2022"	"Female"	"F"	0	5205	Unreliable
	"Delaware"	"10"	"< 1 year"	"1"	"2022 "	"2022"	"Male"	"M"	0	5580	Unreliable
	"Delaware"	"10"	"1-4 years"	"1-4"	"2018"	"2018"	"Female"	"F"	0	21956	Unreliable
	"Delaware"	"10"	"1-4 years"	"1-4"	"2018"	"2018"	"Male"	"M"	0	22210	Unreliable
	"Delaware"	"10"	"1-4 years"	"1-4"	"2019"	"2019"	"Female"	"F"	0	21996	Unreliable
	"Delaware"	"10"	"1-4 years"	"1-4"	"2019"	"2019"	"Male"	"M"	0	22105	Unreliable
	"Delaware"	"10"	"1-4 years"	"1-4"	"2020"	"2020"	"Female"	"F"	0	21532	Unreliable
	"Delaware"	"10"	"1-4 years"	"1-4"	"2020"	"2020"	"Male"	"M"	0	22432	Unreliable
	"Delaware"	"10"	"1-4 years"	"1-4"	"2021"	"2021"	"Female"	"F"	0	21064	Unreliable
