"Notes"	"State"	"State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Hawaii"	"15"	"15-24 years"	"15-24"	"Female"	"F"	"2022 "	"2022"	Suppressed	77498	Suppressed
	"Hawaii"	"15"	"15-24 years"	"15-24"	"Male"	"M"	"2018"	"2018"	0	89994	Unreliable
	"Hawaii"	"15"	"15-24 years"	"15-24"	"Male"	"M"	"2019"	"2019"	Suppressed	88652	Suppressed
	"Hawaii"	"15"	"15-24 years"	"15-24"	"Male"	"M"	"2020"	"2020"	Suppressed	86752	Suppressed
	"Hawaii"	"15"	"15-24 years"	"15-24"	"Male"	"M"	"2021"	"2021"	Suppressed	88962	Suppressed
	"Hawaii"	"15"	"15-24 years"	"15-24"	"Male"	"M"	"2022 "	"2022"	Suppressed	90573	Suppressed
	"Hawaii"	"15"	"25-34 years"	"25-34"	"Female"	"F"	"2018"	"2018"	0	97172	Unreliable
	"Hawaii"	"15"	"25-34 years"	"25-34"	"Female"	"F"	"2019"	"2019"	Suppressed	95871	Suppressed
	"Hawaii"	"15"	"25-34 years"	"25-34"	"Female"	"F"	"2020"	"2020"	0	93574	Unreliable
	"Hawaii"	"15"	"25-34 years"	"25-34"	"Female"	"F"	"2021"	"2021"	Suppressed	93292	Suppressed
	"Hawaii"	"15"	"25-34 years"	"25-34"	"Female"	"F"	"2022 "	"2022"	0	91048	Unreliable
	"Hawaii"	"15"	"25-34 years"	"25-34"	"Male"	"M"	"2018"	"2018"	Suppressed	105834	Suppressed
	"Hawaii"	"15"	"25-34 years"	"25-34"	"Male"	"M"	"2019"	"2019"	Suppressed	104124	Suppressed
	"Hawaii"	"15"	"25-34 years"	"25-34"	"Male"	"M"	"2020"	"2020"	Suppressed	102785	Suppressed
	"Hawaii"	"15"	"25-34 years"	"25-34"	"Male"	"M"	"2021"	"2021"	Suppressed	101162	Suppressed
	"Hawaii"	"15"	"25-34 years"	"25-34"	"Male"	"M"	"2022 "	"2022"	Suppressed	99485	Suppressed
	"Hawaii"	"15"	"35-44 years"	"35-44"	"Female"	"F"	"2018"	"2018"	0	89253	Unreliable
	"Hawaii"	"15"	"35-44 years"	"35-44"	"Female"	"F"	"2019"	"2019"	0	89712	Unreliable
	"Hawaii"	"15"	"35-44 years"	"35-44"	"Female"	"F"	"2020"	"2020"	0	89575	Unreliable
	"Hawaii"	"15"	"35-44 years"	"35-44"	"Female"	"F"	"2021"	"2021"	Suppressed	93358	Suppressed
	"Hawaii"	"15"	"35-44 years"	"35-44"	"Female"	"F"	"2022 "	"2022"	0	93385	Unreliable
	"Hawaii"	"15"	"35-44 years"	"35-44"	"Male"	"M"	"2018"	"2018"	Suppressed	91257	Suppressed
	"Hawaii"	"15"	"35-44 years"	"35-44"	"Male"	"M"	"2019"	"2019"	Suppressed	92091	Suppressed
	"Hawaii"	"15"	"35-44 years"	"35-44"	"Male"	"M"	"2020"	"2020"	Suppressed	92304	Suppressed
	"Hawaii"	"15"	"35-44 years"	"35-44"	"Male"	"M"	"2021"	"2021"	Suppressed	97558	Suppressed
	"Hawaii"	"15"	"35-44 years"	"35-44"	"Male"	"M"	"2022 "	"2022"	Suppressed	98001	Suppressed
	"Hawaii"	"15"	"45-54 years"	"45-54"	"Female"	"F"	"2018"	"2018"	0	85258	Unreliable
	"Hawaii"	"15"	"45-54 years"	"45-54"	"Female"	"F"	"2019"	"2019"	Suppressed	83918	Suppressed
	"Hawaii"	"15"	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	0	82551	Unreliable
	"Hawaii"	"15"	"45-54 years"	"45-54"	"Female"	"F"	"2021"	"2021"	Suppressed	84303	Suppressed
	"Hawaii"	"15"	"45-54 years"	"45-54"	"Female"	"F"	"2022 "	"2022"	Suppressed	83498	Suppressed
	"Hawaii"	"15"	"45-54 years"	"45-54"	"Male"	"M"	"2018"	"2018"	Suppressed	85366	Suppressed
	"Hawaii"	"15"	"45-54 years"	"45-54"	"Male"	"M"	"2019"	"2019"	Suppressed	83829	Suppressed
	"Hawaii"	"15"	"45-54 years"	"45-54"	"Male"	"M"	"2020"	"2020"	Suppressed	82162	Suppressed
	"Hawaii"	"15"	"45-54 years"	"45-54"	"Male"	"M"	"2021"	"2021"	Suppressed	85756	Suppressed
	"Hawaii"	"15"	"45-54 years"	"45-54"	"Male"	"M"	"2022 "	"2022"	Suppressed	85415	Suppressed
	"Hawaii"	"15"	"55-64 years"	"55-64"	"Female"	"F"	"2018"	"2018"	Suppressed	92015	Suppressed
	"Hawaii"	"15"	"55-64 years"	"55-64"	"Female"	"F"	"2019"	"2019"	0	91237	Unreliable
	"Hawaii"	"15"	"55-64 years"	"55-64"	"Female"	"F"	"2020"	"2020"	0	90136	Unreliable
	"Hawaii"	"15"	"55-64 years"	"55-64"	"Female"	"F"	"2021"	"2021"	0	91063	Unreliable
	"Hawaii"	"15"	"55-64 years"	"55-64"	"Female"	"F"	"2022 "	"2022"	Suppressed	88928	Suppressed
	"Hawaii"	"15"	"55-64 years"	"55-64"	"Male"	"M"	"2018"	"2018"	Suppressed	88712	Suppressed
	"Hawaii"	"15"	"55-64 years"	"55-64"	"Male"	"M"	"2019"	"2019"	Suppressed	87900	Suppressed
	"Hawaii"	"15"	"55-64 years"	"55-64"	"Male"	"M"	"2020"	"2020"	Suppressed	86739	Suppressed
	"Hawaii"	"15"	"55-64 years"	"55-64"	"Male"	"M"	"2021"	"2021"	Suppressed	90092	Suppressed
	"Hawaii"	"15"	"55-64 years"	"55-64"	"Male"	"M"	"2022 "	"2022"	12	88043	Unreliable
	"Hawaii"	"15"	"65-74 years"	"65-74"	"Female"	"F"	"2018"	"2018"	Suppressed	77104	Suppressed
	"Hawaii"	"15"	"65-74 years"	"65-74"	"Female"	"F"	"2019"	"2019"	Suppressed	78914	Suppressed
	"Hawaii"	"15"	"65-74 years"	"65-74"	"Female"	"F"	"2020"	"2020"	Suppressed	80338	Suppressed
	"Hawaii"	"15"	"65-74 years"	"65-74"	"Female"	"F"	"2021"	"2021"	Suppressed	83936	Suppressed
	"Hawaii"	"15"	"65-74 years"	"65-74"	"Female"	"F"	"2022 "	"2022"	Suppressed	83896	Suppressed
	"Hawaii"	"15"	"65-74 years"	"65-74"	"Male"	"M"	"2018"	"2018"	Suppressed	71829	Suppressed
	"Hawaii"	"15"	"65-74 years"	"65-74"	"Male"	"M"	"2019"	"2019"	Suppressed	73178	Suppressed
	"Hawaii"	"15"	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	Suppressed	74368	Suppressed
	"Hawaii"	"15"	"65-74 years"	"65-74"	"Male"	"M"	"2021"	"2021"	Suppressed	78686	Suppressed
	"Hawaii"	"15"	"65-74 years"	"65-74"	"Male"	"M"	"2022 "	"2022"	Suppressed	78339	Suppressed
	"Hawaii"	"15"	"75-84 years"	"75-84"	"Female"	"F"	"2018"	"2018"	0	39241	Unreliable
	"Hawaii"	"15"	"75-84 years"	"75-84"	"Female"	"F"	"2019"	"2019"	0	41243	Unreliable
	"Hawaii"	"15"	"75-84 years"	"75-84"	"Female"	"F"	"2020"	"2020"	0	42937	Unreliable
	"Hawaii"	"15"	"75-84 years"	"75-84"	"Female"	"F"	"2021"	"2021"	0	43942	Unreliable
	"Hawaii"	"15"	"75-84 years"	"75-84"	"Female"	"F"	"2022 "	"2022"	0	48086	Unreliable
	"Hawaii"	"15"	"75-84 years"	"75-84"	"Male"	"M"	"2018"	"2018"	Suppressed	31749	Suppressed
	"Hawaii"	"15"	"75-84 years"	"75-84"	"Male"	"M"	"2019"	"2019"	Suppressed	33445	Suppressed
	"Hawaii"	"15"	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	Suppressed	35291	Suppressed
	"Hawaii"	"15"	"75-84 years"	"75-84"	"Male"	"M"	"2021"	"2021"	Suppressed	36924	Suppressed
	"Hawaii"	"15"	"75-84 years"	"75-84"	"Male"	"M"	"2022 "	"2022"	Suppressed	40648	Suppressed
	"Idaho"	"16"	"5-14 years"	"5-14"	"Female"	"F"	"2018"	"2018"	Suppressed	124544	Suppressed
	"Idaho"	"16"	"5-14 years"	"5-14"	"Female"	"F"	"2019"	"2019"	Suppressed	124665	Suppressed
	"Idaho"	"16"	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	0	125977	Unreliable
	"Idaho"	"16"	"5-14 years"	"5-14"	"Female"	"F"	"2021"	"2021"	0	131756	Unreliable
	"Idaho"	"16"	"5-14 years"	"5-14"	"Female"	"F"	"2022 "	"2022"	Suppressed	129419	Suppressed
	"Idaho"	"16"	"5-14 years"	"5-14"	"Male"	"M"	"2018"	"2018"	Suppressed	129457	Suppressed
	"Idaho"	"16"	"5-14 years"	"5-14"	"Male"	"M"	"2019"	"2019"	Suppressed	130123	Suppressed
	"Idaho"	"16"	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	Suppressed	131850	Suppressed
	"Idaho"	"16"	"5-14 years"	"5-14"	"Male"	"M"	"2021"	"2021"	Suppressed	138192	Suppressed
	"Idaho"	"16"	"5-14 years"	"5-14"	"Male"	"M"	"2022 "	"2022"	Suppressed	135316	Suppressed
	"Idaho"	"16"	"15-24 years"	"15-24"	"Female"	"F"	"2018"	"2018"	Suppressed	115567	Suppressed
	"Idaho"	"16"	"15-24 years"	"15-24"	"Female"	"F"	"2019"	"2019"	Suppressed	116796	Suppressed
	"Idaho"	"16"	"15-24 years"	"15-24"	"Female"	"F"	"2020"	"2020"	Suppressed	119578	Suppressed
	"Idaho"	"16"	"15-24 years"	"15-24"	"Female"	"F"	"2021"	"2021"	Suppressed	124959	Suppressed
	"Idaho"	"16"	"15-24 years"	"15-24"	"Female"	"F"	"2022 "	"2022"	Suppressed	138630	Suppressed
	"Idaho"	"16"	"15-24 years"	"15-24"	"Male"	"M"	"2018"	"2018"	40	123833	32.3
	"Idaho"	"16"	"15-24 years"	"15-24"	"Male"	"M"	"2019"	"2019"	30	124823	24.0
	"Idaho"	"16"	"15-24 years"	"15-24"	"Male"	"M"	"2020"	"2020"	38	127535	29.8
	"Idaho"	"16"	"15-24 years"	"15-24"	"Male"	"M"	"2021"	"2021"	30	133384	22.5
	"Idaho"	"16"	"15-24 years"	"15-24"	"Male"	"M"	"2022 "	"2022"	33	142687	23.1
	"Idaho"	"16"	"25-34 years"	"25-34"	"Female"	"F"	"2018"	"2018"	Suppressed	113394	Suppressed
	"Idaho"	"16"	"25-34 years"	"25-34"	"Female"	"F"	"2019"	"2019"	Suppressed	115773	Suppressed
	"Idaho"	"16"	"25-34 years"	"25-34"	"Female"	"F"	"2020"	"2020"	Suppressed	117933	Suppressed
	"Idaho"	"16"	"25-34 years"	"25-34"	"Female"	"F"	"2021"	"2021"	Suppressed	121793	Suppressed
	"Idaho"	"16"	"25-34 years"	"25-34"	"Female"	"F"	"2022 "	"2022"	Suppressed	121689	Suppressed
	"Idaho"	"16"	"25-34 years"	"25-34"	"Male"	"M"	"2018"	"2018"	34	117988	28.8
	"Idaho"	"16"	"25-34 years"	"25-34"	"Male"	"M"	"2019"	"2019"	21	120717	17.4
	"Idaho"	"16"	"25-34 years"	"25-34"	"Male"	"M"	"2020"	"2020"	40	123645	32.4
	"Idaho"	"16"	"25-34 years"	"25-34"	"Male"	"M"	"2021"	"2021"	46	127071	36.2
	"Idaho"	"16"	"25-34 years"	"25-34"	"Male"	"M"	"2022 "	"2022"	33	129514	25.5
	"Idaho"	"16"	"35-44 years"	"35-44"	"Female"	"F"	"2018"	"2018"	Suppressed	108681	Suppressed
	"Idaho"	"16"	"35-44 years"	"35-44"	"Female"	"F"	"2019"	"2019"	Suppressed	112252	Suppressed
	"Idaho"	"16"	"35-44 years"	"35-44"	"Female"	"F"	"2020"	"2020"	Suppressed	115856	Suppressed
	"Idaho"	"16"	"35-44 years"	"35-44"	"Female"	"F"	"2021"	"2021"	Suppressed	122597	Suppressed
	"Idaho"	"16"	"35-44 years"	"35-44"	"Female"	"F"	"2022 "	"2022"	Suppressed	123313	Suppressed
	"Idaho"	"16"	"35-44 years"	"35-44"	"Male"	"M"	"2018"	"2018"	20	111348	18.0
	"Idaho"	"16"	"35-44 years"	"35-44"	"Male"	"M"	"2019"	"2019"	25	114920	21.8
	"Idaho"	"16"	"35-44 years"	"35-44"	"Male"	"M"	"2020"	"2020"	38	118374	32.1
	"Idaho"	"16"	"35-44 years"	"35-44"	"Male"	"M"	"2021"	"2021"	34	126789	26.8
	"Idaho"	"16"	"35-44 years"	"35-44"	"Male"	"M"	"2022 "	"2022"	32	129051	24.8
	"Idaho"	"16"	"45-54 years"	"45-54"	"Female"	"F"	"2018"	"2018"	Suppressed	99529	Suppressed
	"Idaho"	"16"	"45-54 years"	"45-54"	"Female"	"F"	"2019"	"2019"	Suppressed	99964	Suppressed
	"Idaho"	"16"	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	Suppressed	101559	Suppressed
	"Idaho"	"16"	"45-54 years"	"45-54"	"Female"	"F"	"2021"	"2021"	Suppressed	105330	Suppressed
	"Idaho"	"16"	"45-54 years"	"45-54"	"Female"	"F"	"2022 "	"2022"	Suppressed	106492	Suppressed
	"Idaho"	"16"	"45-54 years"	"45-54"	"Male"	"M"	"2018"	"2018"	29	100396	28.9
	"Idaho"	"16"	"45-54 years"	"45-54"	"Male"	"M"	"2019"	"2019"	25	101802	24.6
	"Idaho"	"16"	"45-54 years"	"45-54"	"Male"	"M"	"2020"	"2020"	32	103940	30.8
	"Idaho"	"16"	"45-54 years"	"45-54"	"Male"	"M"	"2021"	"2021"	35	110654	31.6
	"Idaho"	"16"	"45-54 years"	"45-54"	"Male"	"M"	"2022 "	"2022"	35	113088	30.9
	"Idaho"	"16"	"55-64 years"	"55-64"	"Female"	"F"	"2018"	"2018"	Suppressed	110071	Suppressed
	"Idaho"	"16"	"55-64 years"	"55-64"	"Female"	"F"	"2019"	"2019"	Suppressed	111991	Suppressed
	"Idaho"	"16"	"55-64 years"	"55-64"	"Female"	"F"	"2020"	"2020"	Suppressed	113391	Suppressed
	"Idaho"	"16"	"55-64 years"	"55-64"	"Female"	"F"	"2021"	"2021"	Suppressed	115794	Suppressed
	"Idaho"	"16"	"55-64 years"	"55-64"	"Female"	"F"	"2022 "	"2022"	Suppressed	113837	Suppressed
	"Idaho"	"16"	"55-64 years"	"55-64"	"Male"	"M"	"2018"	"2018"	24	104779	22.9
	"Idaho"	"16"	"55-64 years"	"55-64"	"Male"	"M"	"2019"	"2019"	29	106369	27.3
	"Idaho"	"16"	"55-64 years"	"55-64"	"Male"	"M"	"2020"	"2020"	42	107433	39.1
	"Idaho"	"16"	"55-64 years"	"55-64"	"Male"	"M"	"2021"	"2021"	34	112824	30.1
	"Idaho"	"16"	"55-64 years"	"55-64"	"Male"	"M"	"2022 "	"2022"	42	112262	37.4
	"Idaho"	"16"	"65-74 years"	"65-74"	"Female"	"F"	"2018"	"2018"	Suppressed	85987	Suppressed
	"Idaho"	"16"	"65-74 years"	"65-74"	"Female"	"F"	"2019"	"2019"	Suppressed	89876	Suppressed
	"Idaho"	"16"	"65-74 years"	"65-74"	"Female"	"F"	"2020"	"2020"	Suppressed	95413	Suppressed
	"Idaho"	"16"	"65-74 years"	"65-74"	"Female"	"F"	"2021"	"2021"	0	100443	Unreliable
	"Idaho"	"16"	"65-74 years"	"65-74"	"Female"	"F"	"2022 "	"2022"	Suppressed	101884	Suppressed
	"Idaho"	"16"	"65-74 years"	"65-74"	"Male"	"M"	"2018"	"2018"	32	82254	38.9
	"Idaho"	"16"	"65-74 years"	"65-74"	"Male"	"M"	"2019"	"2019"	21	85990	24.4
	"Idaho"	"16"	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	20	90529	22.1
	"Idaho"	"16"	"65-74 years"	"65-74"	"Male"	"M"	"2021"	"2021"	29	96903	29.9
	"Idaho"	"16"	"65-74 years"	"65-74"	"Male"	"M"	"2022 "	"2022"	36	97601	36.9
	"Idaho"	"16"	"75-84 years"	"75-84"	"Female"	"F"	"2018"	"2018"	0	42506	Unreliable
	"Idaho"	"16"	"75-84 years"	"75-84"	"Female"	"F"	"2019"	"2019"	Suppressed	44943	Suppressed
	"Idaho"	"16"	"75-84 years"	"75-84"	"Female"	"F"	"2020"	"2020"	Suppressed	47339	Suppressed
	"Idaho"	"16"	"75-84 years"	"75-84"	"Female"	"F"	"2021"	"2021"	Suppressed	47485	Suppressed
	"Idaho"	"16"	"75-84 years"	"75-84"	"Female"	"F"	"2022 "	"2022"	Suppressed	52441	Suppressed
	"Idaho"	"16"	"75-84 years"	"75-84"	"Male"	"M"	"2018"	"2018"	20	38116	52.5
	"Idaho"	"16"	"75-84 years"	"75-84"	"Male"	"M"	"2019"	"2019"	27	40087	67.4
	"Idaho"	"16"	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	24	42299	56.7
	"Idaho"	"16"	"75-84 years"	"75-84"	"Male"	"M"	"2021"	"2021"	13	43009	Unreliable
	"Idaho"	"16"	"75-84 years"	"75-84"	"Male"	"M"	"2022 "	"2022"	23	47225	48.7
	"Illinois"	"17"	"5-14 years"	"5-14"	"Female"	"F"	"2018"	"2018"	Suppressed	782059	Suppressed
	"Illinois"	"17"	"5-14 years"	"5-14"	"Female"	"F"	"2019"	"2019"	Suppressed	771384	Suppressed
	"Illinois"	"17"	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	0	763276	Unreliable
	"Illinois"	"17"	"5-14 years"	"5-14"	"Female"	"F"	"2021"	"2021"	Suppressed	775761	Suppressed
	"Illinois"	"17"	"5-14 years"	"5-14"	"Female"	"F"	"2022 "	"2022"	Suppressed	751414	Suppressed
	"Illinois"	"17"	"5-14 years"	"5-14"	"Male"	"M"	"2018"	"2018"	Suppressed	815191	Suppressed
	"Illinois"	"17"	"5-14 years"	"5-14"	"Male"	"M"	"2019"	"2019"	Suppressed	804361	Suppressed
	"Illinois"	"17"	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	Suppressed	795005	Suppressed
	"Illinois"	"17"	"5-14 years"	"5-14"	"Male"	"M"	"2021"	"2021"	Suppressed	811527	Suppressed
	"Illinois"	"17"	"5-14 years"	"5-14"	"Male"	"M"	"2022 "	"2022"	Suppressed	786306	Suppressed
	"Illinois"	"17"	"15-24 years"	"15-24"	"Female"	"F"	"2018"	"2018"	Suppressed	821969	Suppressed
	"Illinois"	"17"	"15-24 years"	"15-24"	"Female"	"F"	"2019"	"2019"	Suppressed	811155	Suppressed
	"Illinois"	"17"	"15-24 years"	"15-24"	"Female"	"F"	"2020"	"2020"	Suppressed	800042	Suppressed
	"Illinois"	"17"	"15-24 years"	"15-24"	"Female"	"F"	"2021"	"2021"	14	808978	Unreliable
	"Illinois"	"17"	"15-24 years"	"15-24"	"Female"	"F"	"2022 "	"2022"	Suppressed	816575	Suppressed
	"Illinois"	"17"	"15-24 years"	"15-24"	"Male"	"M"	"2018"	"2018"	45	853738	5.3
	"Illinois"	"17"	"15-24 years"	"15-24"	"Male"	"M"	"2019"	"2019"	45	841452	5.3
	"Illinois"	"17"	"15-24 years"	"15-24"	"Male"	"M"	"2020"	"2020"	59	830554	7.1
	"Illinois"	"17"	"15-24 years"	"15-24"	"Male"	"M"	"2021"	"2021"	79	841515	9.4
	"Illinois"	"17"	"15-24 years"	"15-24"	"Male"	"M"	"2022 "	"2022"	76	855236	8.9
	"Illinois"	"17"	"25-34 years"	"25-34"	"Female"	"F"	"2018"	"2018"	14	874053	Unreliable
	"Illinois"	"17"	"25-34 years"	"25-34"	"Female"	"F"	"2019"	"2019"	Suppressed	867791	Suppressed
	"Illinois"	"17"	"25-34 years"	"25-34"	"Female"	"F"	"2020"	"2020"	10	859223	Unreliable
	"Illinois"	"17"	"25-34 years"	"25-34"	"Female"	"F"	"2021"	"2021"	15	849791	Unreliable
	"Illinois"	"17"	"25-34 years"	"25-34"	"Female"	"F"	"2022 "	"2022"	15	836348	Unreliable
	"Illinois"	"17"	"25-34 years"	"25-34"	"Male"	"M"	"2018"	"2018"	69	895728	7.7
	"Illinois"	"17"	"25-34 years"	"25-34"	"Male"	"M"	"2019"	"2019"	63	890305	7.1
	"Illinois"	"17"	"25-34 years"	"25-34"	"Male"	"M"	"2020"	"2020"	84	882061	9.5
	"Illinois"	"17"	"25-34 years"	"25-34"	"Male"	"M"	"2021"	"2021"	81	863799	9.4
	"Illinois"	"17"	"25-34 years"	"25-34"	"Male"	"M"	"2022 "	"2022"	81	860404	9.4
	"Illinois"	"17"	"35-44 years"	"35-44"	"Female"	"F"	"2018"	"2018"	14	820353	Unreliable
	"Illinois"	"17"	"35-44 years"	"35-44"	"Female"	"F"	"2019"	"2019"	Suppressed	818305	Suppressed
	"Illinois"	"17"	"35-44 years"	"35-44"	"Female"	"F"	"2020"	"2020"	Suppressed	817408	Suppressed
	"Illinois"	"17"	"35-44 years"	"35-44"	"Female"	"F"	"2021"	"2021"	11	833213	Unreliable
	"Illinois"	"17"	"35-44 years"	"35-44"	"Female"	"F"	"2022 "	"2022"	17	823274	Unreliable
	"Illinois"	"17"	"35-44 years"	"35-44"	"Male"	"M"	"2018"	"2018"	68	819372	8.3
	"Illinois"	"17"	"35-44 years"	"35-44"	"Male"	"M"	"2019"	"2019"	65	818830	7.9
	"Illinois"	"17"	"35-44 years"	"35-44"	"Male"	"M"	"2020"	"2020"	58	819010	7.1
	"Illinois"	"17"	"35-44 years"	"35-44"	"Male"	"M"	"2021"	"2021"	76	847122	9.0
	"Illinois"	"17"	"35-44 years"	"35-44"	"Male"	"M"	"2022 "	"2022"	82	844667	9.7
	"Illinois"	"17"	"45-54 years"	"45-54"	"Female"	"F"	"2018"	"2018"	Suppressed	829589	Suppressed
	"Illinois"	"17"	"45-54 years"	"45-54"	"Female"	"F"	"2019"	"2019"	17	809174	Unreliable
	"Illinois"	"17"	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	13	791292	Unreliable
	"Illinois"	"17"	"45-54 years"	"45-54"	"Female"	"F"	"2021"	"2021"	12	789400	Unreliable
	"Illinois"	"17"	"45-54 years"	"45-54"	"Female"	"F"	"2022 "	"2022"	13	774018	Unreliable
	"Illinois"	"17"	"45-54 years"	"45-54"	"Male"	"M"	"2018"	"2018"	81	810261	10.0
	"Illinois"	"17"	"45-54 years"	"45-54"	"Male"	"M"	"2019"	"2019"	72	790615	9.1
	"Illinois"	"17"	"45-54 years"	"45-54"	"Male"	"M"	"2020"	"2020"	72	774446	9.3
	"Illinois"	"17"	"45-54 years"	"45-54"	"Male"	"M"	"2021"	"2021"	85	791698	10.7
	"Illinois"	"17"	"45-54 years"	"45-54"	"Male"	"M"	"2022 "	"2022"	83	783846	10.6
	"Illinois"	"17"	"55-64 years"	"55-64"	"Female"	"F"	"2018"	"2018"	13	858102	Unreliable
	"Illinois"	"17"	"55-64 years"	"55-64"	"Female"	"F"	"2019"	"2019"	17	854099	Unreliable
	"Illinois"	"17"	"55-64 years"	"55-64"	"Female"	"F"	"2020"	"2020"	Suppressed	843142	Suppressed
	"Illinois"	"17"	"55-64 years"	"55-64"	"Female"	"F"	"2021"	"2021"	10	838191	Unreliable
	"Illinois"	"17"	"55-64 years"	"55-64"	"Female"	"F"	"2022 "	"2022"	19	813699	Unreliable
	"Illinois"	"17"	"55-64 years"	"55-64"	"Male"	"M"	"2018"	"2018"	104	807085	12.9
	"Illinois"	"17"	"55-64 years"	"55-64"	"Male"	"M"	"2019"	"2019"	86	804184	10.7
	"Illinois"	"17"	"55-64 years"	"55-64"	"Male"	"M"	"2020"	"2020"	79	795318	9.9
	"Illinois"	"17"	"55-64 years"	"55-64"	"Male"	"M"	"2021"	"2021"	74	812391	9.1
	"Illinois"	"17"	"55-64 years"	"55-64"	"Male"	"M"	"2022 "	"2022"	99	792607	12.5
	"Illinois"	"17"	"65-74 years"	"65-74"	"Female"	"F"	"2018"	"2018"	Suppressed	610365	Suppressed
	"Illinois"	"17"	"65-74 years"	"65-74"	"Female"	"F"	"2019"	"2019"	Suppressed	628221	Suppressed
	"Illinois"	"17"	"65-74 years"	"65-74"	"Female"	"F"	"2020"	"2020"	11	647539	Unreliable
	"Illinois"	"17"	"65-74 years"	"65-74"	"Female"	"F"	"2021"	"2021"	11	666341	Unreliable
	"Illinois"	"17"	"65-74 years"	"65-74"	"Female"	"F"	"2022 "	"2022"	10	667467	Unreliable
	"Illinois"	"17"	"65-74 years"	"65-74"	"Male"	"M"	"2018"	"2018"	49	531888	9.2
	"Illinois"	"17"	"65-74 years"	"65-74"	"Male"	"M"	"2019"	"2019"	68	547812	12.4
	"Illinois"	"17"	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	51	564202	9.0
	"Illinois"	"17"	"65-74 years"	"65-74"	"Male"	"M"	"2021"	"2021"	79	593505	13.3
	"Illinois"	"17"	"65-74 years"	"65-74"	"Male"	"M"	"2022 "	"2022"	85	593796	14.3
	"Illinois"	"17"	"75-84 years"	"75-84"	"Female"	"F"	"2018"	"2018"	Suppressed	335386	Suppressed
	"Illinois"	"17"	"75-84 years"	"75-84"	"Female"	"F"	"2019"	"2019"	Suppressed	343966	Suppressed
	"Illinois"	"17"	"75-84 years"	"75-84"	"Female"	"F"	"2020"	"2020"	Suppressed	349283	Suppressed
	"Illinois"	"17"	"75-84 years"	"75-84"	"Female"	"F"	"2021"	"2021"	Suppressed	341667	Suppressed
	"Illinois"	"17"	"75-84 years"	"75-84"	"Female"	"F"	"2022 "	"2022"	Suppressed	366594	Suppressed
	"Illinois"	"17"	"75-84 years"	"75-84"	"Male"	"M"	"2018"	"2018"	60	248648	24.1
	"Illinois"	"17"	"75-84 years"	"75-84"	"Male"	"M"	"2019"	"2019"	52	256264	20.3
	"Illinois"	"17"	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	51	261354	19.5
	"Illinois"	"17"	"75-84 years"	"75-84"	"Male"	"M"	"2021"	"2021"	76	259728	29.3
	"Illinois"	"17"	"75-84 years"	"75-84"	"Male"	"M"	"2022 "	"2022"	57	278347	20.5
	"Indiana"	"18"	"5-14 years"	"5-14"	"Female"	"F"	"2018"	"2018"	Suppressed	429362	Suppressed
	"Indiana"	"18"	"5-14 years"	"5-14"	"Female"	"F"	"2019"	"2019"	0	429424	Unreliable
	"Indiana"	"18"	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	Suppressed	430134	Suppressed
	"Indiana"	"18"	"5-14 years"	"5-14"	"Female"	"F"	"2021"	"2021"	Suppressed	437479	Suppressed
	"Indiana"	"18"	"5-14 years"	"5-14"	"Female"	"F"	"2022 "	"2022"	0	430432	Unreliable
	"Indiana"	"18"	"5-14 years"	"5-14"	"Male"	"M"	"2018"	"2018"	Suppressed	449334	Suppressed
	"Indiana"	"18"	"5-14 years"	"5-14"	"Male"	"M"	"2019"	"2019"	Suppressed	449557	Suppressed
	"Indiana"	"18"	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	10	449922	Unreliable
	"Indiana"	"18"	"5-14 years"	"5-14"	"Male"	"M"	"2021"	"2021"	Suppressed	460306	Suppressed
	"Indiana"	"18"	"5-14 years"	"5-14"	"Male"	"M"	"2022 "	"2022"	Suppressed	453424	Suppressed
	"Indiana"	"18"	"15-24 years"	"15-24"	"Female"	"F"	"2018"	"2018"	11	452078	Unreliable
	"Indiana"	"18"	"15-24 years"	"15-24"	"Female"	"F"	"2019"	"2019"	Suppressed	453775	Suppressed
	"Indiana"	"18"	"15-24 years"	"15-24"	"Female"	"F"	"2020"	"2020"	Suppressed	452441	Suppressed
	"Indiana"	"18"	"15-24 years"	"15-24"	"Female"	"F"	"2021"	"2021"	13	458799	Unreliable
